city,lat,lng,population,capital
Teorama,8.4353,-73.2864,23381,minor
Cuilapan de Guerrero,16.9972,-96.7817,21597,minor
Achkhoy-Martan,43.1939,45.2833,23282,minor
Qatana,33.4333,36.0833,22831,minor
Dunajska Streda,47.9961,17.6147,22643,minor
Huitiupan,17.1667,-92.6833,23172,minor
Epernay,49.0403,3.96,22330,minor
Hillegom,52.2917,4.5794,21966,minor
Oliveira do Bairro,40.5167,-8.5,23028,minor
El Tejar,14.65,-90.8,23100,minor
Palmar de Varela,10.7389,-74.7547,23012,minor
Ozuluama de Mascarenas,21.6667,-97.85,23244,minor
Kolo,52.2,18.6333,21686,minor
Tototlan,20.5333,-102.7833,23171,minor
Vranov nad Topl'ou,48.8806,21.6731,22589,minor
Puerto Concordia,2.6233,-72.7592,23131,minor
Tamiahua,21.2788,-97.4462,23120,minor
Kilkis,40.9954,22.8765,22914,minor
Komlo,46.1911,18.2611,22635,minor
Baclayon,9.6227,123.9135,22461,minor
Yuli,41.3351,86.2614,22474,minor
Wichian Buri,15.6565,101.1072,22995,minor
Achi,8.5692,-74.5561,23051,minor
Gyegu,33.0166,96.7333,23000,minor
Grajewo,53.65,22.45,21900,minor
Curumani,9.1997,-73.5425,23018,minor
Guanajay,22.9306,-82.6881,22839,minor
Vale de Cambra,40.85,-8.4,22864,minor
Taxisco,14.0716,-90.4645,22948,minor
Vagos,40.55,-8.6667,22851,minor
Guadalupe,2.025,-75.7564,22867,minor
Forbach,49.19,6.9,21652,minor
Luruaco,10.6083,-75.1417,22878,minor
Dabeiba,7.0014,-76.2611,22954,minor
Albufeira,37.0897,-8.2458,22794,minor
La Democracia,14.2308,-90.9472,22884,minor
Znamianka,48.7136,32.6733,22936,minor
San Raimundo,14.7647,-90.5956,22615,minor
Rucphen,51.5319,4.5597,22572,minor
Zacualpa,15.0272,-90.8778,22846,minor
Thebes,38.3242,23.3236,22883,minor
Westerstede,53.25,7.9167,22778,minor
Arcos de Valdevez,41.85,-8.4167,22847,minor
Kalat,29.0258,66.59,22879,minor
Banovici,44.4089,18.5287,22773,minor
Weilheim,47.8333,11.1333,22477,minor
Dzialdowo,53.2333,20.1833,21279,minor
Tunuyan,-33.5667,-69.0167,22834,minor
Losser,52.2617,7.0044,22622,minor
Royken,59.7336,10.4289,22635,minor
Santa Fe de Antioquia,6.5564,-75.8275,22764,minor
Nizip,37.0097,37.7942,22675,minor
Svetlyy,54.6833,20.1333,21928,minor
Bad Kissingen,50.2,10.0667,22444,minor
Buenavista,8.2233,-75.4817,22711,minor
Mragowo,53.8644,21.3051,21302,minor
Amalfi,6.9092,-75.0767,22714,minor
Manzanares,5.2519,-75.1569,22623,minor
Beek en Donk,51.5161,5.6208,22333,minor
Lefkada,38.7178,20.6439,22652,minor
Sal'a,48.15,17.8833,22219,minor
El Bosque,17.0667,-92.7167,22606,minor
Magdalena,20.9092,-103.9803,22643,minor
Tecali,18.9011,-97.97,21992,minor
Sondrio,46.1697,9.87,21642,minor
Baraki Barak,33.9667,68.9667,22305,minor
Huangzhai,38.0605,112.6701,22233,minor
Lajas,22.4164,-80.2906,22602,minor
Goleniow,53.55,14.8167,22553,minor
Lempaala,61.3139,23.7528,22536,minor
Yahualica de Gonzalez Gallo,21.1781,-102.886,22586,minor
Stadthagen,52.3247,9.2069,22247,minor
Burg,52.2725,11.855,22478,minor
Mako,46.22,20.4789,22514,minor
Erzin,36.9539,36.2022,22477,minor
Puente Nacional,19.3333,-96.4833,22454,minor
Sardinata,8.0836,-72.8003,22583,minor
Polatli,39.5842,32.1472,22558,minor
El Progreso,14.35,-89.85,22220,minor
Heide,54.1961,9.0933,21852,minor
Mutata,7.2433,-76.4358,22505,minor
Nadvirna,48.6333,24.5833,22447,minor
Auch,43.6465,0.5855,22200,minor
Maribojoc,9.75,123.85,22178,minor
Akcakoca,41.0806,31.1297,22416,minor
Fougeres,48.3525,-1.1986,20528,minor
Apolda,51.0247,11.5139,22012,minor
Zhedao,24.8098,98.2961,22290,minor
El Colegio,4.5808,-74.4425,22247,minor
La Jagua de Ibirico,9.5611,-73.3364,22405,minor
Arouca,40.9338,-8.2449,22359,minor
Dudelange,49.4806,6.0875,21513,minor
Acatlan,20.4242,-103.6014,22261,minor
Lebu,-37.6103,-73.6561,22345,minor
Zeewolde,52.3333,5.5167,22309,minor
Chaumont,48.1117,5.1389,21990,minor
Corinto,12.4833,-87.1833,22000,minor
Binnish,35.95,36.7,21848,minor
Ar Rutbah,33.0333,40.2833,22370,minor
Chapa de Mota,19.8144,-99.5269,21746,minor
Harim,36.2076,36.5192,21934,minor
Natagaima,3.6231,-75.0936,22320,minor
San Andres Villa Seca,14.5667,-91.5833,22245,minor
El Doncello,1.68,-75.285,22306,minor
Golcuk,40.6667,29.8333,21544,minor
Repelon,10.4944,-75.1242,22196,minor
Salvaterra de Magos,39.0167,-8.7833,22159,minor
San Rafael del Norte,13.2,-86.1,22147,minor
Villeneuve-sur-Lot,44.4081,0.705,21915,minor
Kitzingen,49.7333,10.1667,21704,minor
Qapqal,43.834,81.1581,22111,minor
Silvania,4.4033,-74.3881,22020,minor
Lom,43.8254,23.2374,22075,minor
Millau,44.0986,3.0783,22002,minor
Swiedbodzin,52.25,15.5333,21988,minor
Pailitas,8.9597,-73.625,22083,minor
Villa de Leyva,5.6331,-73.5256,21953,minor
Vecses,47.4108,19.2722,21529,minor
Leczna,51.3,22.8833,21802,minor
Augusta,44.3341,-69.7319,22116,admin
Timbiqui,2.7719,-77.665,22077,minor
Vanersborg,58.363,12.33,21835,minor
Tiquisio,8.5578,-74.2639,22041,minor
Semikarakorsk,47.5167,40.8,22030,minor
Alblasserdam,51.8667,4.6667,20069,minor
Taminango,1.57,-77.2806,21985,minor
Hlohovec,48.4311,17.8031,21715,minor
Povoa de Lanhoso,41.5667,-8.2667,21886,minor
Kotli,33.5156,73.9019,21462,minor
Sonthofen,47.5142,10.2817,21541,minor
Axapusco,19.7194,-98.7972,21915,minor
Kemi,65.7336,24.5634,21758,minor
Iisalmi,63.5611,27.1889,21945,minor
Opoczno,51.3833,20.2833,21780,minor
Wieliczka,49.9894,20.0661,21878,minor
Tornio,65.8497,24.1441,21928,minor
Osterode,51.7286,10.2522,21731,minor
Chelmno,53.3492,18.4261,20428,minor
Hallein,47.6667,13.0833,21150,minor
Azambuja,39.0667,-8.8667,21814,minor
Ginebra,3.7244,-76.2672,21815,minor
Ocotlan de Morelos,16.7914,-96.675,21676,minor
Siilinjarvi,63.075,27.66,21794,minor
San Martin de las Piramides,19.7333,-98.8167,21511,minor
Dax,43.71,-1.05,20762,minor
Puerto Triunfo,5.8728,-74.6397,21745,minor
San Bernardo,1.5164,-77.0467,21492,minor
Zundert,51.4703,4.66,21612,minor
Kurikka,62.6167,22.4,21734,minor
Huy,50.5167,5.2333,21293,minor
Germersheim,49.2167,8.3667,20779,minor
Lisieux,49.15,0.23,20171,minor
San Jacinto,9.8311,-75.1219,21644,minor
Entroncamento,39.4667,-8.4667,20206,minor
Kant,42.8833,74.85,21589,minor
Aichach,48.45,11.1333,21434,minor
Senaki,42.2689,42.0678,21596,minor
San Nicolas,22.7819,-81.9069,21563,minor
Nueva Granada,9.8011,-74.3917,21612,minor
La Resolana,19.6031,-104.4362,21584,minor
San Justo,-30.7833,-60.5833,21624,minor
Leerdam,51.8939,5.0914,21030,minor
Sondershausen,51.3667,10.8667,21513,minor
Galeras,9.1586,-75.0489,21548,minor
Kara-Suu,40.7,72.8833,20862,minor
Nang Rong,14.6363,102.7746,21493,minor
Acatic,20.7803,-102.91,21530,minor
Eeklo,51.1858,3.5639,20890,minor
Hajnowka,52.7333,23.5667,20615,minor
Jamsa,61.8639,25.1903,21542,minor
Ano Syros,37.45,24.9,21507,minor
Santa Barbara,5.8747,-75.5661,21413,minor
Dean Funes,-30.4333,-64.35,21518,minor
Villagarzon,1.0294,-76.6164,21507,minor
Sarreguemines,49.11,7.07,20820,minor
Wang Nam Yen,13.5004,102.1806,21301,minor
Livadeia,38.4361,22.875,21379,minor
Moniquira,5.8744,-73.5717,21402,minor
Zile,40.3,35.8833,21463,minor
Almaguer,1.9131,-76.8561,21374,minor
El Paujil,1.5694,-75.3264,21462,minor
Puerto Natales,-51.7263,-72.5062,21477,minor
Antsohihy,-14.8661,47.9834,21290,minor
Prudnik,50.3197,17.5792,21237,minor
Sanhe,36.5643,105.6401,20844,minor
Kozluk,38.1833,41.4926,21380,minor
Tubbergen,52.4,6.7667,21276,minor
Aigio,38.25,22.0833,20422,minor
Beaune,47.025,4.8397,20711,minor
Gryfino,53.2524,14.4883,21221,minor
Youganning,34.7356,101.5978,21323,minor
Belovodskoe,42.8333,74.1167,21275,minor
Elverum,60.8833,11.5667,21292,minor
Santa Maria Chilchotla,18.2333,-96.8167,20328,minor
Rio Maior,39.3333,-8.9333,21192,minor
Aguadas,5.6092,-75.4564,21237,minor
Brezno,48.8036,19.6381,21082,minor
Montecristo,8.2958,-74.4728,21229,minor
Sadao,6.6386,100.424,21086,minor
Varkaus,62.3167,27.8833,21155,minor
Florencia,22.1475,-78.9669,21150,minor
Suaza,1.975,-75.7956,21119,minor
Bologoye,57.8787,34.0789,21158,minor
El Calafate,-50.3395,-72.2649,21132,minor
Villapinzon,5.2158,-73.5967,21049,minor
Fredonia,5.9267,-75.6739,20997,minor
Stange,60.6494,11.3664,21072,minor
La Colonia Tovar,10.4167,-67.2833,21000,minor
Gunzburg,48.4525,10.2711,20707,minor
Chascomus,-35.575,-58.0089,21054,minor
El Reten,10.6106,-74.2683,20981,minor
Luckenwalde,52.0831,13.1667,20586,minor
Bugalagrande,4.2075,-76.1575,20970,minor
Muhldorf,48.2456,12.5228,20323,minor
Mae Sai,20.4266,99.8841,20699,minor
Urk,52.6653,5.6058,20776,minor
Siquinala,14.3082,-90.9659,20843,minor
Oliveira do Hospital,40.3667,-7.8667,20855,minor
Traunstein,47.8683,12.6433,20520,minor
Brummen,52.1,6.1667,20698,minor
Kremenets,50.1081,25.7275,20837,minor
Samaca,5.4919,-73.4867,20767,minor
Ovejas,9.5258,-75.2272,20846,minor
Sotomayor,1.4933,-77.5214,20865,minor
Valkeakoski,61.2667,24.0306,20800,minor
Pita,11.08,-12.401,20052,minor
Forst (Lausitz),51.7333,14.6333,20618,minor
Lebedinovka,42.88,74.68,20709,minor
Illapel,-31.6327,-71.1683,20751,minor
Bad Salzungen,50.8117,10.2333,20244,minor
Dolyna,48.9703,24.0108,20691,minor
Na Klang,17.3043,102.1964,20609,minor
Senica,48.6806,17.3667,20342,minor
Elvas,38.88,-7.1628,20706,minor
Melena del Sur,22.7814,-82.1486,20646,minor
Mantsala,60.6331,25.3167,20685,minor
Pueblo Nuevo,13.3833,-86.4833,20620,minor
Tielt,50.9989,3.3258,20422,minor
Jitotol,17.0667,-92.8667,20606,minor
Menaka,15.9167,2.4,20702,minor
Nove Mesto nad Vahom,48.7833,17.8333,20066,minor
Baiao,41.1667,-8.0333,20522,minor
Senec,48.2189,17.3997,20116,minor
As,59.6603,10.7836,20439,minor
Pak Phanang,8.3538,100.2023,20425,minor
Mealhada,40.3833,-8.45,20428,minor
Chodziez,52.9901,16.9122,19100,minor
Gjovik,60.7957,10.6916,20589,minor
Qagan Us,36.2979,98.0937,20570,minor
Timana,1.9499,-75.9139,20463,minor
Laboulaye,-34.1267,-63.3911,20534,minor
Tyrnyauz,43.4,42.9167,20513,minor
Pleszew,51.8974,17.7856,20365,minor
Khvansar,33.2206,50.315,20490,minor
Cinfaes,41.0667,-8.0833,20427,minor
Gostyn,51.8792,17.0125,20296,minor
Lannion,48.7325,-3.4553,20040,minor
San Lorenzo,1.5039,-77.2178,20403,minor
Ocos,14.5138,-92.1909,20215,minor
Annaberg-Buchholz,50.58,13.0022,19769,minor
Rhenen,51.9597,5.5689,20004,minor
Tenjo,4.8697,-74.1439,20269,minor
Bladel,51.3667,5.2167,20175,minor
Vianen,51.9833,5.1,19967,minor
Wittmund,53.5747,7.7808,20321,minor
Concordia,6.0456,-75.9075,20271,minor
Teculutan,14.9877,-89.717,20272,minor
Donauworth,48.7184,10.777,20080,minor
Greiz,50.6547,12.1997,20103,minor
Hatvan,47.6681,19.6697,20079,minor
Bella Vista,15.5833,-92.2167,20142,minor
Marneuli,41.4969,44.8108,20211,minor
Albertville,45.6758,6.3925,19214,minor
Kozan,37.4507,35.8123,20236,minor
Villa Hidalgo,21.6762,-102.588,20257,minor
Lichtenfels,50.1333,11.0333,20133,minor
Uzunkopru,41.2669,26.6875,20237,minor
Dingolfing,48.6333,12.5,19839,minor
Simiti,7.9564,-73.9461,20271,minor
Ciudad Melchor de Mencos,17.0667,-89.15,20273,minor
Rovira,4.2392,-75.2403,20255,minor
Huanimaro,20.3675,-101.4969,20117,minor
Tepetlixpa,19.0006,-98.8178,19843,minor
Torgau,51.5603,13.0056,20065,minor
Haren,53.1667,6.6,19860,minor
Nesoddtangen,59.8086,10.6556,19805,minor
Cruz Grande,16.7333,-99.1333,20175,minor
Holzminden,51.8297,9.4483,19998,minor
Cahors,44.4475,1.4406,19907,minor
Benemerito,16.5172,-90.6531,20193,minor
Celorico de Basto,41.3869,-8.0022,20098,minor
Le Puy-en-Velay,45.0433,3.885,19061,minor
Snina,48.9881,22.1567,19855,minor
Bolvadin,38.7167,31.05,20139,minor
Weesp,52.3069,5.0417,19334,minor
Saint-Die-des-Vosges,48.2842,6.9492,19724,minor
Naranjos,21.3472,-97.6833,20073,minor
Peshtera,42.034,24.3025,19894,minor
Kuysinjaq,36.0828,44.6286,19878,minor
Castillo de Teayo,20.75,-97.6333,20037,minor
Alagir,43.0417,44.2106,20043,minor
Kleppe,58.7772,5.5967,19848,minor
El Arenal,20.7754,-103.6935,19900,minor
Torokszentmiklos,47.1833,20.4167,19890,minor
Leek,53.15,6.3833,19669,minor
Mangualde,40.6,-7.7667,19880,minor
Xiaqiaotou,27.2167,100.15,19922,minor
Coruche,38.95,-8.5333,19944,minor
Aanekoski,62.6042,25.7264,19919,minor
Komarom,47.74,18.1217,19656,minor
Os,60.2269,5.4758,19742,minor
Comapa,19.1667,-96.8666,19859,minor
Ban Na San,8.7997,99.3635,19801,minor
Eschwege,51.1881,10.0528,19606,minor
Brandsen,-35.1667,-58.2167,19877,minor
Hamina,60.5697,27.1981,19877,minor
Puerto Armuelles,8.2777,-82.8621,19763,minor
General Martin Miguel de Guemes,-24.6667,-65.05,19828,minor
Saint-Lo,49.1144,-1.0917,19024,minor
Bressuire,46.84,-0.4886,19733,minor
Busra ash Sham,32.5167,36.4833,19683,minor
Cognac,45.6958,-0.3292,18628,minor
Enkhuizen,52.7,5.2833,18507,minor
Tingloy,13.65,120.8667,19215,minor
Selestat,48.2594,7.4542,19360,minor
Karcag,47.3167,20.9333,19732,minor
Varpalota,47.1972,18.1394,19484,minor
Hongshui,38.5077,100.8814,19718,minor
Polonuevo,10.7772,-74.8528,19454,minor
San Jose Ojetenam,15.2167,-91.9667,19194,minor
Kufstein,47.5833,12.1667,19223,minor
Ban Bueng,13.314,101.1114,19346,minor
Urumita,10.5603,-73.0136,19629,minor
Naklo nad Notecia,53.1403,17.5928,19507,minor
Ziar nad Hronom,48.5919,18.8533,19188,minor
Jakobstad,63.6667,22.7,19436,minor
Keszthely,46.7675,17.2463,19387,minor
Malacky,48.4381,17.0236,18935,minor
Rawah,34.4792,41.9083,19629,minor
Norak,38.3883,69.325,18950,minor
Roznava,48.6586,20.5314,19190,minor
Meerssen,50.8858,5.7519,18923,minor
Riom,45.8936,3.1125,19011,minor
Heinola,61.2052,26.0348,19575,minor
Candelaria,22.7439,-82.9581,19523,minor
Hoxut,42.2552,86.8607,19520,minor
Yellowknife,62.4709,-114.4053,19569,admin
Tapalpa,19.9445,-103.7585,19506,minor
Someren,51.3847,5.7119,19322,minor
Amatan,17.3667,-92.8167,19348,minor
Jesus Maria,20.6068,-102.223,19469,minor
Magitang,35.9484,102.0273,19226,minor
Kantharalak,14.6536,104.6278,19392,minor
Vila Real de Santo Antonio,37.2,-7.4167,19156,minor
Starodub,52.5833,32.7667,18615,minor
Sipoo,60.3764,25.2722,19399,minor
Lancut,50.0687,22.2291,17749,minor
Krasnystaw,51,23.1667,18630,minor
Dalanzadgad,43.57,104.4258,19396,minor
Bad Tolz,47.7603,11.5567,18802,minor
Pultusk,52.7025,21.0828,19229,minor
Izra,32.8567,36.2469,19158,minor
Balta,47.9361,29.6225,19353,minor
Wittlich,49.9869,6.8897,18995,minor
Haldensleben,52.2833,11.4167,19247,minor
Lieto,60.5,22.4497,19263,minor
San Antonio Sacatepequez,14.9667,-91.7333,19103,minor
Texcaltitlan,18.9297,-99.9372,19206,minor
Eersel,51.3572,5.3147,19110,minor
Korsholm,63.1125,21.6778,19302,minor
Moncao,42.0733,-8.48,19230,minor
Soure,40.05,-8.6333,19245,minor
Henichesk,46.1769,34.7989,19253,minor
Dolynska,48.1111,32.7648,19287,minor
Groesbeek,51.7833,5.9333,18870,minor
Sommerda,51.1617,11.1169,19034,minor
Kabudarahang,35.2083,48.7239,19216,minor
Dolny Kubin,49.2117,19.2992,18905,minor
Druten,51.8889,5.6044,18797,minor
Jamiltepec,16.2783,-97.82,19201,minor
Dillingen,48.5667,10.4667,18978,minor
La Union,5.9728,-75.3611,19119,minor
Lumphat,13.507,106.981,19205,minor
Huehuetla,20.1075,-97.6233,18803,minor
El Quetzal,14.7667,-91.8167,18979,minor
Vera,-29.4667,-60.2167,19185,minor
Cuquio,20.9275,-103.0239,17980,minor
Tak Bai,6.2592,102.053,18943,minor
Pastavy,55.1167,26.8333,19153,minor
La Ligua,-32.4494,-71.2317,19127,minor
Tlalnelhuayocan,19.5667,-96.9667,18715,minor
Luneville,48.5894,6.5017,18027,minor
Ashkezar,32,54.2044,19123,minor
Vista Hermosa de Negrete,20.2728,-102.4806,18995,minor
Amares,41.6333,-8.35,18889,minor
Ixtlahuacan del Rio,20.8667,-103.25,19070,minor
Gostynin,52.4294,19.4619,18527,minor
Preveza,38.95,20.75,19042,minor
Zuidhorn,53.2468,6.4077,18917,minor
Rawa Mazowiecka,51.7667,20.25,17765,minor
Alzey,49.7517,8.1161,18535,minor
Pruzhany,52.5567,24.4644,19032,minor
Proletarsk,46.7031,41.7192,19032,minor
Banovce nad Bebravou,48.7186,18.2581,18350,minor
Salcaja,14.8833,-91.45,17535,minor
Prenzlau,53.3167,13.8667,18849,minor
Qitai,41.5494,113.5339,18831,minor
Jiaoxiyakou,26.1274,102.4502,18894,minor
Kalynivka,49.4472,28.5231,18906,minor
Stord,59.8081,5.4664,18861,minor
Naantali,60.4681,22.0264,18916,minor
Naousa,40.6306,22.0642,18882,minor
Tado,5.2633,-76.56,18906,minor
Contamana,-7.3493,-75.0086,18921,minor
Polohy,47.4796,36.2611,18886,minor
Pirkkala,61.4667,23.65,18913,minor
Paks,46.6219,18.8558,18788,minor
Mo i Rana,66.3167,14.1667,18899,minor
Laukaa,62.4167,25.95,18865,minor
Hardinxveld-Giessendam,51.83,4.87,18051,minor
Velez,6.0131,-73.6736,18808,minor
Piatykhatky,48.4126,33.7034,18845,minor
Tocaima,4.4578,-74.6347,18790,minor
Monor,47.3475,19.4489,18476,minor
Starobilsk,49.2667,38.9167,18796,minor
Sortavala,61.7,30.6667,18801,minor
Oirschot,51.5047,5.3128,18623,minor
Heerde,52.4,6.0667,18546,minor
Soma,39.1833,27.6056,18633,minor
Orodara,10.974,-4.908,18632,minor
Marktoberdorf,47.7667,10.6167,18539,minor
Bad Reichenhall,47.7247,12.8769,18278,minor
Bergeijk,51.3203,5.3592,18491,minor
Vovchansk,50.2881,36.9461,18644,minor
Filomeno Mata,20.2,-97.7,18367,minor
Bad Durkheim,49.4618,8.1724,18476,minor
Weissenburg,49.0306,10.9719,18464,minor
Orestiada,41.5,26.5333,18426,minor
Sam Phran,13.727,100.2153,17611,minor
Moloacan,17.9833,-94.35,17504,minor
Kristiansund,63.1105,7.7279,18273,minor
Asuncion Nochixtlan,17.4581,-97.2233,18525,minor
Miedzyrzecz,52.4446,15.578,18459,minor
San Blas Atempa,16.3167,-95.2167,18406,minor
Tha Bo,17.8494,102.5858,18320,minor
Campo de la Cruz,10.3778,-74.8814,18354,minor
Kherameh,29.5,53.3164,18477,minor
Ponedera,10.6419,-74.7531,18430,minor
Nara,15.18,-7.28,18459,minor
Taft,31.7475,54.2042,18464,minor
Bekes,46.7769,21.125,18322,minor
San Jose Tenango,18.15,-96.7333,18316,minor
Svatove,49.4092,38.1619,18417,minor
Bodegraven,52.0808,4.7486,17954,minor
Garwolin,51.9,21.6167,17602,minor
Nytva,57.9333,55.3333,18366,minor
Braniewo,54.3833,19.8333,16992,minor
Middelharnis,51.7535,4.1647,18050,minor
Dobrush,52.4167,31.3167,18311,minor
Charata,-27.2144,-61.1881,18297,minor
Sikhio,14.8764,101.7202,18209,minor
Lobos,-35.1864,-59.0961,18278,minor
Huitan,15.0486,-91.64,17209,minor
Isfana,39.8389,69.5275,18244,minor
San Kamphaeng,18.75,99.1167,17857,minor
Puchov,49.12,18.3306,17810,minor
Pieksamaki,62.3,27.1583,18220,minor
Lask,51.5924,19.1332,18029,minor
Dombovar,46.3769,18.131,17995,minor
Carsamba,41.198,36.726,18003,minor
Klaeng,12.7778,101.6483,17764,minor
Bad Segeberg,53.9356,10.3089,17267,minor
Parchim,53.4167,11.8333,18037,minor
Sint-Oedenrode,51.5636,5.4608,17893,minor
Juanacatlan,20.5,-103.1667,17955,minor
Cuautitlan,19.4333,-104.3,18138,minor
Feyzabad,35.0189,58.7833,18120,minor
Coronda,-31.9667,-60.9167,18115,minor
General Juan Madariaga,-37.0167,-57.1333,18089,minor
Muhradah,35.2478,36.5725,17578,minor
Rypin,53.0667,19.45,16558,minor
Anda,9.744,124.576,17778,minor
Yupiltepeque,14.1941,-89.7913,17574,minor
Almolonga,14.8122,-91.4944,17186,minor
Oroszlany,47.4892,18.3164,17802,minor
Waalre,51.3867,5.4456,17247,minor
Oborniki,52.65,16.8167,17895,minor
Sabana de Torres,7.3903,-73.5003,17965,minor
Po,11.1667,-1.15,17924,minor
Pelaya,8.6892,-73.6653,17910,minor
Naarden,52.2953,5.1622,17202,minor
Zapotlan del Rey,20.4674,-102.9248,17893,minor
Union de San Antonio,21.128,-102.006,17915,minor
Marmande,44.5,0.1653,17534,minor
Nguigmi,14.2532,13.1108,17897,minor
Zlotoryja,51.1264,15.9198,16479,minor
Ommen,52.5167,6.4167,17813,minor
Yuanquan,40.5004,95.8,17886,minor
San Bartolo Tutotepec,20.4,-98.2,17837,minor
Kongsvinger,60.1912,11.9992,17851,minor
Salgar,5.9639,-75.9775,17804,minor
Aliaga,38.8008,26.9728,17578,minor
Pontarlier,46.9061,6.3547,17393,minor
Hlybokaye,55.1333,27.6833,17790,minor
San Felipe,14.6206,-91.5961,17268,minor
Ban Pong,13.8174,99.883,17298,minor
Brielle,51.9042,4.1639,17182,minor
Lousa,40.1125,-8.2469,17604,minor
Verdun,49.1597,5.3828,17161,minor
Alcochete,38.7553,-8.9608,17569,minor
Benito Juarez,20.8833,-98.2,17618,minor
Guidan Roumdji,13.6575,6.6958,17525,minor
Arsanjan,29.9122,53.3083,17642,minor
Totoro,2.5103,-76.4019,17611,minor
Sipacapa,15.2128,-91.6342,17549,minor
Schijndel,51.6183,5.4364,17104,minor
Lam Luk Ka,13.9297,100.7375,15881,minor
Totutla,19.2167,-96.9667,17428,minor
Tougan,13.0667,-3.0667,17590,minor
As Suqaylibiyah,35.3697,36.38,17313,minor
La Primavera,5.4906,-70.4092,17626,minor
Brignoles,43.4058,6.0617,17364,minor
Marche-en-Famenne,50.2275,5.3444,17455,minor
Dabas,47.1833,19.3167,17481,minor
Boulsa,12.6667,-0.5833,17489,minor
Compostela,21.2389,-104.9,17573,minor
Alotenango,14.4878,-90.8058,17369,minor
Hoganas,56.196,12.5769,16001,minor
Karukh,34.4868,62.5918,17484,minor
Forssa,60.8167,23.6167,17422,minor
Echt,51.1058,5.8706,17251,minor
Guaranda,8.4672,-74.5367,17422,minor
Skadovsk,46.1167,32.9167,17344,minor
Sigmaringen,48.0867,9.2164,17278,minor
El Rosal,4.8519,-74.2628,17254,minor
Bolhrad,45.6855,28.6134,17400,minor
Montemor-o-Novo,38.65,-8.2167,17437,minor
Puerto Aysen,-45.4068,-72.6977,17441,minor
Kafr Zayta,35.3736,36.6017,17052,minor
Veinticinco de Mayo,-37.771,-67.7173,17430,minor
Suesca,5.1017,-73.7981,17318,minor
Eldorado,-26.4,-54.6333,17365,minor
Gennep,51.6942,5.9733,17071,minor
Son en Breugel,51.5158,5.5022,16904,minor
Zandvoort,52.3667,4.5333,17011,minor
Rattaphum,7.1412,100.2905,17257,minor
Alcantara,9.9715,123.4047,16910,minor
Betulia,6.1122,-75.9839,17317,minor
Eutin,54.1378,10.6181,16971,minor
Heilbad Heiligenstadt,51.3775,10.1344,17105,minor
Berezhany,49.4464,24.9436,17316,minor
Cosautlan,19.3333,-96.9833,16353,minor
Ayacucho,-37.1525,-58.4882,17364,minor
Guryevsk,54.7667,20.6,17295,minor
Turhal,40.3871,36.0863,17278,minor
Leczyca,52.0583,19.2,15593,minor
Noordwijkerhout,52.2594,4.4919,16605,minor
Sawankhalok,17.3099,99.8263,17148,minor
Peso da Regua,41.1632,-7.789,17131,minor
Braunau am Inn,48.2583,13.0333,17095,minor
Kangaba,11.9333,-8.4167,17232,minor
Tecolotlan,20.2024,-104.0504,17257,minor
Mohacs,45.9958,18.6797,17089,minor
Kempele,64.9125,25.5083,17066,minor
Cajola,14.9252,-91.616,16751,minor
Kozienice,51.5833,21.5667,17075,minor
Condeixa-a-Nova,40.1167,-8.5,17078,minor
Nallihan,40.1883,31.3509,17181,minor
Balmazujvaros,47.6167,21.35,17109,minor
Sedan,49.7019,4.9403,16193,minor
Brzesko,49.9667,20.6167,16819,minor
Konstantinovsk,47.5833,41.1,17160,minor
Nederweert,51.2828,5.7472,17001,minor
Ignacio de la Llave,18.6618,-95.9721,17105,minor
San Juan del Sur,11.25,-85.8667,17104,minor
Kezmarok,49.1383,20.4292,16481,minor
Zvenyhorodka,49.0833,30.9667,17078,minor
Palestina de los Altos,14.9333,-91.7,16384,minor
Staphorst,52.6333,6.2,17003,minor
Kronach,50.2411,11.3281,16874,minor
Cham,49.2183,12.6658,16907,minor
Diepholz,52.6072,8.3711,16882,minor
Retiro,6.0597,-75.5039,16974,minor
Santa Maria,-26.6833,-66.0333,17030,minor
Bytow,54.1667,17.5,16888,minor
Ihosy,-22.3996,46.1167,16990,minor
Ashmyany,54.425,25.9375,16966,minor
Grojec,51.8656,20.8675,16758,minor
Jilotepec,19.6113,-96.9224,16682,minor
Saint-Julien-en-Genevois,46.1442,6.0842,15509,minor
Mateszalka,47.9431,22.3167,16576,minor
Pran Buri,12.3939,99.9159,16851,minor
Krapkowice,50.4751,17.9654,16721,minor
Asten,51.4031,5.7472,16710,minor
Kelheim,48.9167,11.8667,16714,minor
Dehaqan,31.94,51.6478,16899,minor
Shahba,32.8539,36.6294,16745,minor
Sao Pedro do Sul,40.75,-8.0667,16851,minor
Hajdunanas,47.85,21.4333,16828,minor
Menemen,38.6,27.0667,16588,minor
Stara L'ubovna,49.3167,20.6833,16348,minor
Diksmuide,51.0333,2.8667,16739,minor
Chinampa de Gorostiza,21.3667,-97.7333,16741,minor
Westervoort,51.9667,5.9667,14944,minor
Jiblah,13.9167,44.15,15431,minor
Vendome,47.7928,1.0656,16133,minor
Pajapita,14.7243,-92.0334,16600,minor
Kauhava,63.1014,23.0639,16784,minor
El Pinon,10.4039,-74.8231,16752,minor
Cabeceiras de Basto,41.5167,-8,16710,minor
Kaiwen,27.1548,99.8371,16738,minor
